artifact_key,collector_id,source_kind,source_root,source_path,relative_path,entry_type,accessible,extraction_method,size_bytes,mtime_epoch,mtime_utc,sha256,extension,file_class,text_like,copy_status,copied_relative_path,quick_text_preview,priority,priority_score,notes,errors
windows_host|C:\ProgramData\BlueStacks_nxt\Engine\Pie64\AppCache\AppCache.json,bluestacks_appcache,windows_host,C:\ProgramData\BlueStacks_nxt\Engine\Pie64\AppCache,C:\ProgramData\BlueStacks_nxt\Engine\Pie64\AppCache\AppCache.json,AppCache.json,file,True,host_read,4147,1774304545,2026-03-23T22:22:25Z,934a9b10f882125273487150e806efe80cad91840329e8b7c0eec3bf78011443,.json,json_state_or_config,True,hashed_only,,"[
    {
        ""activity"": ""com.epicgames.ue4.SplashActivity"",
        ""appLabel"": ""RL Sideswipe"",
        ""category"": ""Sports"",
        ""iconFileName"": ""com.Psyonix.RL2D.png"",
        ""installDate"": ""14.06.2025"",
        ""isFirstLaunch"": true,
        ""isFullScreen"": true,
        ""isGameControlsToogleHintShown"": false,
        ""isHomeApp"": false,
        ""orientation"": """",
        ""package"": ""com.Psyonix.RL2D"",
        ""versionCode"": 504379,
        ""versionName"": ""1.12.5""
    },
    {
        ""activity"": ""com.unity3d.player.UnityPlayerActivity"",
        ""appLabel"": ""Idle Planet Miner"",
        ""category"": ""Simulation"",
        ""iconFileName"": ""com.TironiumTech.IdlePlanetMiner.png"",
        ""installDate"": ""28.02.2026"",
        ""isFirstLaunch"": false,
        ""isFullScreen"": false,
        ""isGameControlsToogleHintShown"": true,
        ""isHomeApp"": false,
        ""orientation"": ""Portrait"",
        ""package"": ""com.TironiumTech.IdlePlanetMiner"",
        ""versionCode"": 640,
        ""versionName"": ""2.8.8""
    },
    {
        ""activity"": ""com.netease.game.MessiahNativeActivity"",
        ""appLabel"": ""Immortal"",
        ""category"": ""Role Playing"",
        ""iconFileName"": ""com.blizzard.diablo.immortal.png"",
        ""installDate"": ""09.08.2025"",
        ""isFirstLaunch"": true,
        ""isFullScreen"": false,
        ""isGameControlsToogleHintShown"": false,
        ""isHomeApp"": false,
        ""orientation"": """",
        ""package"": ""com.blizzard.diablo.immortal"",
        ""versionCode"": 34431002,
        ""versionName"": ""4.2.3""
    },
    {
        ""activity"": ""com.unity3d.player.UnityPlayerActivity"",
        ""appLabel"": ""Physics Lab"",
        ""category"": ""Education"",
        ""iconFileName"": ""com.civitas.quantumphysics.png"",
        ""installDate"": ""10.10.2025"",
        ""isFirstLaunch"": false,
        ""isFullScreen"": false,
        ""isGameControlsToogleHintShown"": false,
        ""isHomeApp"": false,
        ""orientation"": """",
        ""package"": ""com.civitas.quantumphysics"",
        ""versionCode"": 180,
        ""versionName"": ""2.5.2""
    },
    {
        ""activity"": ""com.endgame.everweave.MainActivity"",
        ""appLabel"": ""Everweave"",
        ""category"": ""Role Playing"",
        ""iconFileName"": ""com.endgame.everweave.png"",
        ""installDate"": ""20.09.2025"",
        ""isFirstLaunch"": true,
        ""isFullScreen"": false,
        ""isGameControlsToogleHintShown"": false,
        ""isHomeApp"": false,
        ""orientation"": """",
        ""package"": ""com.endgame.everweave"",
        ""versionCode"": 49,
        ""versionName"": ""0.10.2""
    },
    {
        ""activity"": ""com.epicgames.portal.ui.MainActivity"",
        ""appLabel"": ""Epic Games"",
        ""category"": ""Action"",
        ""iconFileName"": ""com.epicgames.portal.png"",
        ""installDate"": ""14.06.2025"",
        ""isFirstLaunch"": false,
        ""isFullScreen"": false,
        ""isGameControlsToogleHintShown"": false,
        ""isHomeApp"": false,
        ""orientation"": """",
        ""package"": ""com.epicgames.portal"",
        ""versionCode"": 50060,
        ""versionName"": ""0.10.0""
    },
    {
        ""activity"": ""com.google.android.gm.ConversationListActivityGmail"",
        ""appLabel"": ""Gmail"",
        ""category"": ""Communication"",
        ""iconFileName"": ""com.google.android.gm.png"",
        ""installDate"": ""30.08.2025"",
        ""isFirstLaunch"": true,
        ""isFullScreen"": false,
        ""isGameControlsToogleHintShown"": false,
        ""isHomeApp"": false,
        ""orientation"": """",
        ""package"": ""com.google.android.gm"",
        ""versionCode"": 65615106,
        ""versionName"": ""2026.02.23.876771157.Release""
    },
    {
        ""activity"": ""com.google.android.youtube.app.honeycomb.Shell$HomeActivity"",
        ""appLabel"": ""YouTube"",
        ""category"": ""Video Players & Editors"",
        ""iconFileName"": ""com.google.android.youtube.png"",
        ""installDate"": ""16.12.2025"",
        ""isFirstLaunch"": true,
        ""isFullScreen"": false,
        ""isGameControlsToogleHintShown"": false,
        ""isHomeApp"": false,
        ""orientation"": """",
        ""package"": ""com.google.android.youtube"",
        ""versionCode"": 1561061152,
        ""versionName"": ""21.11.483""
    }
]
",medium,32,json_extension;cache_path;bluestacks_host_metadata,
